fp_0,fp_1,fp_2,fp_3,fp_4,fp_5,fp_6,fp_7,fp_8,fp_9,fp_10,fp_11,fp_12,fp_13,fp_14,fp_15,fp_16,fp_17,fp_18,fp_19,fp_20,fp_21,fp_22,fp_23,fp_24,fp_25,fp_26,fp_27,fp_28,fp_29,fp_30,fp_31,color_name
0.7717314,0.62663746,0.0037850584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037850584,0.008831803,0.0243926,0.105140515,0.014304789,0.09841695,0.22315471,0.7083731,0.55273706,0.34217054,0.11844365,0.043486558,0.0063674026,0.8882527,0.40069154,0.18329023,0.11597769,0.056396995,0.010915548,0.008186661,Brown
0.0060127727,0.5449075,0.49379894,0.28184873,0.31792536,0.38256267,0.36377275,0.0015031932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008141565,0.09281384,0.48957944,0.81307095,0.30015236,0.02116807,0.0027138551,0.0,0.0,0.0827821,0.83476776,0.4127527,0.28423783,0.21187586,0.016209083,0.0,Green
0.00508774,0.16393828,0.9864562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011306088,0.0011306088,0.008295872,0.046664283,0.15451062,0.17732427,0.23746935,0.30798426,0.39405394,0.7974407,0.01455016,0.009700106,0.022864537,0.07690799,0.08106518,0.09977253,0.13510863,0.9790179,Yellow
0.9364449,0.34899107,0.0017406038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03568238,0.015986476,0.05195605,0.08659342,0.18384449,0.26777348,0.34104484,0.23313612,0.84461886,0.23136978,0.22969319,0.28166756,0.39902905,0.5398628,0.5583053,0.10730193,0.20119111,Brown
0.37660146,0.9248583,0.036411744,0.0072823483,0.010403356,0.013524362,0.0010403355,0.0,0.0,0.0,0.0,0.0,0.0,0.0031210065,0.00936302,0.0322504,0.0743573,0.19713332,0.6242555,0.37351575,0.22998887,0.15390232,0.11931753,0.5792953,0.70482343,0.3410436,0.4844568,0.24310286,0.1434132,0.16964732,0.12242591,0.16964732,Black
0.07991591,0.9768445,0.19808944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002550508,0.0017003386,0.005951185,0.010202032,0.10956704,0.4069633,0.49739957,0.45565975,0.42957234,0.21913408,0.16000266,0.33044028,0.13692132,0.11605712,0.106929034,0.117361136,0.13300928,0.16821763,0.2699306,0.9075928,Gold
0.009825144,0.13639611,0.99060565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034945797,0.049335245,0.16239518,0.23742586,0.3093731,0.43579465,0.7924474,0.02153211,0.017687092,0.031529162,0.08689745,0.1153506,0.11765761,0.15226279,0.96971405,Yellow
0.8617579,0.50663346,0.0088179875,0.0008016352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02485069,0.04436677,0.10830711,0.2374927,0.2622859,0.25967607,0.38494694,0.2113946,0.7751135,0.1662795,0.2097219,0.2531643,0.37300536,0.49434444,0.5018345,0.17976162,0.443412,Brown
0.42249057,0.90439385,0.019804245,0.0044009434,0.008801887,0.03960849,0.0,0.0,0.0,0.0,0.0,0.0011002359,0.0033007076,0.005501179,0.017603774,0.034107313,0.061497085,0.21260421,0.5956432,0.4041237,0.23720305,0.14056477,0.091367096,0.590372,0.70338166,0.35970405,0.48257324,0.22615056,0.1780713,0.14601848,0.09793922,0.17094846,Black
0.05535586,0.9746262,0.21688609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111631565,0.406793,0.5562658,0.44274214,0.39354855,0.19299015,0.21947901,0.27624083,0.0683935,0.113533214,0.11763682,0.10806173,0.12721191,0.17098375,0.25305596,0.9205765,Gold
0.91017354,0.41250068,0.01586541,0.0008350216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016700432,0.034235887,0.034276314,0.07118926,0.117330454,0.20697619,0.32562497,0.3730845,0.24916242,0.79362845,0.20010324,0.23161556,0.24737172,0.44747496,0.48686537,0.56249493,0.1670153,0.25209856,Brown
0.012331016,0.07574767,0.99705076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010522888,0.029464087,0.0652419,0.13890213,0.17573223,0.2904317,0.4135495,0.83025587,0.024412619,0.014647571,0.048011485,0.0919542,0.10090549,0.10334676,0.14810322,0.972436,Yellow
0.3279798,0.94337654,0.011589392,0.004635757,0.004635757,0.027814541,0.0,0.004635757,0.0011589392,0.0011589392,0.016225148,0.0139072705,0.008112574,0.0023178784,0.0139072705,0.027814541,0.034017168,0.17386551,0.58018166,0.43277395,0.21166237,0.13984835,0.120949924,0.6047496,0.69949156,0.35652757,0.4941007,0.23058033,0.15113668,0.15501198,0.09494484,0.17438848,Black
0.056738943,0.9912121,0.11949565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10689165,0.33785394,0.44856316,0.51346165,0.4619246,0.21187451,0.15461113,0.35694173,0.10224634,0.13100311,0.1693455,0.18212628,0.18052869,0.21887106,0.34028858,0.84512985,Gold
0.96556115,0.1039626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23850243,0.0,0.04053767,0.118751526,0.14498179,0.17264278,0.16119686,0.2909174,0.90708995,0.018918527,0.09514906,0.112954736,0.10850332,0.21366808,0.6382221,0.64656854,0.3082607,Red
0.9713263,0.07101351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034640738,0.22689684,0.0018896965,0.13558573,0.075115435,0.085508764,0.14030996,0.12377512,0.2310154,0.93823427,0.035833117,0.10861913,0.13269451,0.11701752,0.26874837,0.8605547,0.22451687,0.3040216,Red
0.0,0.99913853,0.041017268,0.0063103484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004097091,0.27684632,0.2791875,0.39683256,0.6449992,0.49399215,0.09950079,0.13403341,0.10255741,0.16292349,0.2122549,0.40049317,0.37323108,0.3446708,0.41607153,0.57120585,Gold
0.9881933,0.051023353,0.00092210877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14446372,0.0,0.026475267,0.15188442,0.11101033,0.15281337,0.14120142,0.29308584,0.91362894,0.052105807,0.1317618,0.1491304,0.15511958,0.3323991,0.55819094,0.6641993,0.26532036,Red
0.95211184,0.21600848,0.004353659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21634339,0.002280005,0.16644037,0.103968225,0.15184833,0.20109645,0.11810426,0.23757651,0.909722,0.045819007,0.11200202,0.12931143,0.09978362,0.26982304,0.7997962,0.20109454,0.45360819,Red
0.9260676,0.28273463,0.005105817,0.0,0.00063822715,0.00063822715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24986593,0.003073153,0.07770687,0.14356016,0.28053498,0.21380366,0.1483894,0.2849252,0.863556,0.068296336,0.08272514,0.10677314,0.093787216,0.19334596,0.55262315,0.6218814,0.48865545,Red
0.9717265,0.18447378,0.008020599,0.0003084846,0.0006169692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14714715,0.0023114241,0.04992676,0.21172646,0.2228213,0.16873397,0.1248169,0.31435367,0.8718692,0.02731802,0.11302161,0.13926834,0.14944564,0.29407045,0.54957426,0.6615246,0.3444213,Red
0.0002258267,0.9988315,0.048326913,0.0002258267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010104881,0.30920938,0.341545,0.47897136,0.59416705,0.4334994,0.08336527,0.102059305,0.05461152,0.124679126,0.17465381,0.31994104,0.2905745,0.28078562,0.4497722,0.6950088,Gold
0.92030454,0.2764551,0.0013227517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2767858,0.0,0.064052545,0.1303138,0.24560837,0.22131258,0.14709999,0.28669035,0.8750903,0.0585092,0.08063453,0.10472655,0.09489307,0.20601138,0.59492546,0.6244259,0.42873967,Red
0.94647264,0.2249951,0.0010180774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23144293,0.002291208,0.16725817,0.084774695,0.16771641,0.1961274,0.116393365,0.25615704,0.90502715,0.04895647,0.11301653,0.13593233,0.100517005,0.28696823,0.7926782,0.2468656,0.42967114,Red
0.9580932,0.23590001,0.017268497,0.0009250981,0.00030836603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1615838,0.00089390797,0.059891835,0.20068234,0.25699854,0.16984251,0.13676792,0.29856527,0.86798465,0.040338017,0.1113125,0.1373535,0.13837472,0.3022798,0.5121396,0.6903417,0.34312844,Red
0.00023732224,0.99936396,0.034649048,0.008306278,0.0014239334,0.00023732224,0.00023732224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012799982,0.29333293,0.27839962,0.50239927,0.60266584,0.44426605,0.12319983,0.090133205,0.09734492,0.14686142,0.19131371,0.3393005,0.30272582,0.29203478,0.43552005,0.67128605,Gold
0.124164976,0.56702006,0.77948016,0.089674704,0.062082488,0.0055184434,0.026212607,0.013796109,0.18486786,0.0013796109,0.022073774,0.0013796109,0.0,0.088295095,0.011036887,0.009657276,0.9548571,0.2794234,0.09153524,0.03468704,0.024088223,0.0028905866,0.0,0.0,0.0,0.00084153085,0.013464494,0.011781432,0.04039348,0.062273283,0.0900438,0.9930064,White
0.16490248,0.9639421,0.20646326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067033526,0.030835422,0.19362137,0.5512514,0.66514635,0.35535213,0.21640034,0.123006515,0.08200434,0.1457855,0.41765618,0.29906246,0.3867187,0.52078116,0.29906246,0.121171854,0.1675781,0.42796868,Black
0.1364751,0.9878198,0.074736364,0.0010831357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040580705,0.11723314,0.20966697,0.37649876,0.37424427,0.50951326,0.33366355,0.5365671,0.009117735,0.023934053,0.01823547,0.021654619,0.03647094,0.059265275,0.10257451,0.99155366,Orange
0.012159423,0.8329205,0.55325377,0.0024318846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054024525,0.3283029,0.59011406,0.5298559,0.43011832,0.18285224,0.099737585,0.17869651,0.019928629,0.0911023,0.066903256,0.066903256,0.08967883,0.15658209,0.1935924,0.9551507,Gold
0.16701856,0.5322741,0.791387,0.110825405,0.06555869,0.0015609212,0.029657504,0.0031218424,0.13736106,0.021852897,0.0015609212,0.0046827635,0.007804606,0.15921396,0.009365527,0.01248737,0.97039014,0.23509951,0.053211823,0.015479803,0.0,0.0,0.0,0.0,0.0,0.0,0.00088896544,0.0071117235,0.032002755,0.059560686,0.076451026,0.99475235,White
0.14454834,0.95850986,0.24559183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00701691,0.18654844,0.6026949,0.62182814,0.37548852,0.18415679,0.1434988,0.08131599,0.11479904,0.39907655,0.22532894,0.49680957,0.5483909,0.30677313,0.18189204,0.1710328,0.2931991,Black
0.15776704,0.9854724,0.06287817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04883787,0.2697711,0.40233102,0.36977243,0.47907624,0.3860517,0.49768114,0.009795268,0.026936987,0.020814944,0.023263762,0.035507847,0.0722401,0.113869995,0.98932207,Orange
0.0,0.7654272,0.6435215,0.0011721703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06192359,0.37154153,0.6192359,0.56118256,0.3309042,0.14706853,0.09869072,0.13739297,0.0,0.04930946,0.060988016,0.066178486,0.09991653,0.14273791,0.17907119,0.96283203,Gold
0.12547114,0.6290984,0.69880456,0.16206689,0.1428977,0.0052279644,0.074934155,0.008713274,0.16729486,0.012198584,0.013941239,0.0052279644,0.0069706193,0.13592708,0.026139822,0.013941239,0.97608584,0.2057083,0.053484157,0.039084576,0.019542288,0.008228332,0.004114166,0.009256873,0.030607672,0.012243069,0.015303836,0.03366844,0.044891253,0.07957995,0.0989648,0.98964804,White
0.116369106,0.98778427,0.101484686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054125166,0.020296937,0.107338436,0.59909827,0.6465269,0.34198526,0.15227081,0.08487225,0.11233092,0.22715808,0.4650061,0.2951536,0.47057506,0.5708159,0.28958464,0.15314573,0.15314573,0.13643892,Black
0.011088782,0.8254982,0.5642958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039708395,0.3072176,0.5350184,0.58726627,0.44724193,0.19227223,0.12539494,0.14211425,0.029687753,0.096875824,0.08125069,0.08750074,0.1296886,0.18906412,0.22968945,0.93282044,Gold
0.15136687,0.9883366,0.016694875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044004712,0.21539149,0.3335094,0.40762258,0.50489616,0.36824995,0.5326886,0.013010591,0.024720123,0.03252648,0.028623302,0.053343426,0.08066567,0.1340091,0.9849018,Orange
0.1763618,0.9828702,0.053503018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011266936,0.112669356,0.433777,0.3830758,0.3417637,0.40936533,0.6065367,0.0,0.016118439,0.02417766,0.035259087,0.04634051,0.04634051,0.07051817,0.9943062,Orange
0.25235,0.94839233,0.19134231,0.0,0.0,0.0,0.0,0.0,0.0,0.002773077,0.005546154,0.005546154,0.0041596154,0.0,0.0041596154,0.012478846,0.20899267,0.32368377,0.63462406,0.379755,0.28035602,0.30074555,0.16566493,0.32878116,0.30221906,0.56917924,0.3601444,0.31481153,0.23421979,0.14607255,0.1611835,0.50369847,Black
0.22064652,0.9641293,0.1474974,0.0035974975,0.0011991658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034707647,0.08026143,0.20607665,0.32972264,0.41432253,0.3253842,0.3817841,0.6464299,0.0011250715,0.031502005,0.020251287,0.03600229,0.04275272,0.055128507,0.07425472,0.9934382,Orange
0.032067772,0.77912813,0.6259154,0.008313867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011876953,0.009501562,0.13315088,0.328582,0.54119384,0.49179918,0.37153387,0.31569642,0.23408782,0.21690707,0.043490626,0.089787096,0.07295202,0.070146166,0.16694789,0.1445011,0.18518588,0.94697326,Gold
0.2323528,0.9632639,0.12925586,0.016926363,0.004616281,0.004616281,0.0,0.0015387603,0.0,0.0,0.0,0.0015387603,0.0015387603,0.0030775205,0.006155041,0.032313965,0.20713505,0.26335743,0.4053929,0.52671486,0.4349836,0.3817203,0.20417598,0.26335743,0.29283515,0.6373471,0.4191562,0.26699677,0.25838396,0.17799784,0.2095781,0.34451196,Black
0.23406771,0.9690161,0.07883109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024255721,0.0330876,0.086027764,0.11911537,0.27793586,0.39263955,0.35293442,0.38822785,0.68601626,0.009414834,0.034128774,0.027067648,0.025890794,0.036482483,0.05531215,0.06355013,0.99444187,Orange
0.19938843,0.9793491,0.033231407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003909577,0.0,0.010999346,0.109993465,0.3244807,0.4198084,0.36481166,0.42164162,0.628796,0.012504193,0.037512578,0.035428546,0.04168064,0.051058788,0.04272266,0.08336128,0.9919993,Orange
0.03223563,0.84124595,0.53968686,0.002079718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12361951,0.31984097,0.4611204,0.48270476,0.4081406,0.37870738,0.29040775,0.20603251,0.06623179,0.0887506,0.068881065,0.09007523,0.17617656,0.1589563,0.22121418,0.93254364,Gold
0.16148835,0.9711124,0.17567314,0.0010911375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258433,0.07738778,0.18125032,0.36046413,0.45414406,0.3849024,0.37268326,0.58040833,0.0,0.0,0.01826932,0.02740398,0.04059849,0.05480796,0.083226904,0.993648,Orange
0.28874934,0.93774784,0.18287458,0.0054999874,0.0,0.0,0.0,0.0,0.0,0.0,0.0041249907,0.0,0.0041249907,0.0041249907,0.008249981,0.06049986,0.24043953,0.33463234,0.43378267,0.5031879,0.3668562,0.29992974,0.13633169,0.38172874,0.4020165,0.5849701,0.39720193,0.262394,0.2479503,0.16369534,0.1709172,0.38998008,Black
0.17128192,0.9846263,0.034256384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021084795,0.15142716,0.3661087,0.3699423,0.3756927,0.43127987,0.6152926,0.0,0.011134322,0.029354122,0.031378545,0.041500654,0.043525077,0.079964675,0.99399126,Orange
0.021572614,0.8078944,0.58893234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12445175,0.23902637,0.4503968,0.57484853,0.4345934,0.31606793,0.2410018,0.2172967,0.040025897,0.092473626,0.07591119,0.092473626,0.17114522,0.17942645,0.23739499,0.92611647,Gold
0.9005345,0.41991776,0.112442434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007960526,0.035215475,0.15930809,0.2951392,0.30017,0.27501607,0.28507763,0.36892402,0.7093403,0.019769643,0.032619912,0.039539285,0.04250473,0.06820527,0.08500946,0.166065,0.97760886,Red
0.1407563,0.07658798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64375305,0.7058514,0.16766559,0.15524592,0.09728744,0.12782454,0.49335787,0.67948836,0.45299223,0.20407076,0.17716032,0.017940287,0.0,0.021922026,0.098649114,0.10522572,0.14687757,0.20168263,0.39240426,0.8089227,0.32883036,Violet
0.28085825,0.93883127,0.19383174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026371665,0.0026371665,0.046150416,0.10445073,0.6267044,0.6287131,0.35352555,0.19684945,0.1506501,0.08034672,0.09039006,0.2929244,0.2762539,0.38342136,0.45962933,0.3215024,0.15479745,0.19766442,0.5596523,Black
0.010010777,0.66271347,0.7488061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042631216,0.39732292,0.58319503,0.49281684,0.41267017,0.22338757,0.15517762,0.11425166,0.010654268,0.073396064,0.07221226,0.08760176,0.1432407,0.1586302,0.18585777,0.9494136,Gold
0.9237656,0.37936544,0.051439382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009644885,0.03051622,0.087958515,0.14719589,0.26926076,0.3051622,0.3051622,0.3949158,0.74495476,0.0,0.03126042,0.042424854,0.05582218,0.05917151,0.07591816,0.18086386,0.97577167,Red
0.13384272,0.24474098,0.14913903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54493105,0.7437831,0.1376668,0.1376668,0.108986214,0.18108985,0.4979971,0.6772006,0.44140652,0.22447596,0.12072657,0.02829529,0.0,0.054670572,0.0728941,0.08929527,0.116630554,0.16765642,0.33531284,0.7617433,0.49932456,Violet
0.2786773,0.9113068,0.29949802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016015937,0.046446215,0.11168659,0.68379545,0.5971814,0.3168252,0.1755075,0.12992114,0.09801068,0.0752175,0.30256075,0.30811232,0.44690165,0.4996416,0.37195542,0.15266827,0.16377142,0.4191438,Black
0.00814215,0.7909517,0.6118244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061219264,0.38568136,0.5897456,0.5040386,0.36323428,0.2469177,0.16937329,0.1550888,0.0013453955,0.076687545,0.07399675,0.07803293,0.13050336,0.13588494,0.1789376,0.95657617,Gold
0.31994483,0.92237747,0.21381678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015607064,0.0078035323,0.032774836,0.15948765,0.6569939,0.599864,0.31183407,0.2070959,0.15234642,0.08807527,0.109498985,0.2833372,0.32184908,0.4291321,0.5364151,0.33285245,0.18430674,0.1237881,0.4291321,Black
0.940198,0.3396109,0.025071947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007977437,0.01122883,0.041172378,0.1253886,0.24329132,0.26762044,0.3106643,0.37055138,0.7860181,0.0,0.024913691,0.042353276,0.051073067,0.0647756,0.09840908,0.17937858,0.9741253,Red
0.13867928,0.10742761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58792204,0.7519933,0.11719376,0.1601648,0.13672605,0.16466862,0.48302794,0.6674568,0.4632677,0.21955815,0.16027746,0.07245419,0.017564652,0.10531961,0.092423335,0.12466403,0.14615783,0.2342824,0.38903776,0.80171865,0.3073613,Violet
0.0010400125,0.66976804,0.7425689,0.0010400125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043582942,0.39406246,0.55749846,0.48486024,0.43764538,0.23425832,0.15617222,0.16162008,0.020544201,0.08459377,0.06767502,0.08580225,0.09667859,0.15468575,0.17643844,0.9571181,Gold
0.9879623,0.15060979,0.018944627,0.0047361567,0.0018944627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029364172,0.0618023,0.13556634,0.24322197,0.24322197,0.39872453,0.5382781,0.3628393,0.52831,0.011026008,0.017641613,0.027565021,0.045206632,0.06505345,0.07607946,0.16759533,0.9791095,Red
0.5513506,0.81522113,0.07638358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027775848,0.0041663772,0.022220679,0.041663773,0.15276717,0.30005297,0.25472122,0.39071643,0.35833663,0.25903854,0.24176928,0.13815388,0.6475963,0.6859301,0.47006387,0.2582325,0.1896395,0.16139531,0.12306393,0.15937787,0.37322667,Black
0.98540837,0.16245344,0.0074814083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050232314,0.0,0.048924603,0.12435003,0.283355,0.3485878,0.3893583,0.45662963,0.648251,0.0,0.023647796,0.041072488,0.04356173,0.06845415,0.08463422,0.16428995,0.978272,Red
0.042606436,0.9070255,0.41787082,0.029496763,0.0016387091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081935455,0.28107178,0.3844545,0.4345305,0.42645374,0.42322302,0.27622572,0.21645758,0.3166096,0.054062583,0.066076495,0.055063743,0.10311937,0.12214139,0.15417849,0.20824106,0.9470964,Gold
0.9898245,0.12444602,0.011487325,0.0028718312,0.0009572771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06796667,0.035495643,0.1183188,0.20114197,0.28002116,0.40031195,0.51863074,0.3569284,0.5560984,0.008138374,0.032553498,0.04883025,0.07208274,0.06394437,0.0976605,0.15462911,0.97660494,Red
0.99371666,0.09108216,0.014327532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06345049,0.026150115,0.044254042,0.1106351,0.24742033,0.36811316,0.38018245,0.4324827,0.6758799,0.02633828,0.03292285,0.04345816,0.057944216,0.084282495,0.10535312,0.17383264,0.9718825,Red
